Project_Name,Id,Developer,proponent_country_manual,Registry,Methodology,Sector,Country,Project.Status,Crediting.Period.Start,Crediting.Period.End,Annual.Est..Units,Total.Issued.Units,Total.Retired.Units,Total.Available.Units
Guangxi Luchuan IFM (conversion of logged to protected forest) Project,2730,Not specified,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Mindanao Forests for People and Sustainable Livelihoods (MinFor),3773,Not specified,,Verra,VM0007,Agriculture; forestry and fishing,Philippines,Listed,,,0,0,0,0
Fujian longyan IFM (conversion of logged to protected forest) Project,3170,Hangzhou Chaoteng Energy Technology Co.,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Developing Carbon Finance Project for Van Panchayats in Soil Conservation  Forest Division Nainital (Uttarakhand),3296,Not specified,,Verra,VM0037,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
The Republic of the Congo Improved Forest Management Project,4525,Société d'Exploitation Forestière Yuan Dong,,Verra,VM0010,Agriculture; forestry and fishing,Congo,Listed,,,0,0,0,0
Lavardin Improved Forest Management through the Extension of Rotation Age,4658,Pike Carbosur S.A.,,Verra,VCS-VM0003,Agriculture; forestry and fishing,Uruguay,Listed,,,0,0,0,0
Ola Hou – Restoring Hawaii’s Native Forests,2321,State of Hawaii Department of Land and Natural Resources Division of Forestry and Wildlife,,Verra,VCS-AR-ACM0003,Agriculture; forestry and fishing,United States of America,Listed,,,0,0,0,0
Symbiosis Continuous Cover Forest Project,4592,SYMBIOSIS INVESTIMENTOS E PARTICIPAÇÕES S.A.,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Brazil,Listed,,,0,0,0,0
Hainan Jinhua IFM(Coversion of logged to protected forest)  Project,4609,Hangzhou Chaoteng Energy Technology Co.,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
The Makira Forest Protected Area in Madagascar,1215,The Wildlife Conservation Society (WCS),,Verra,VM0007,Agriculture; forestry and fishing,Madagascar,Registered,,,0,654903,616089,38814
Forestal Sylvis Silvopastoral Carbon Project,5370,Not specified,,Verra,VM0047,Agriculture; forestry and fishing,Paraguay,Listed,,,0,0,0,0
THE FOREST CARBON PROJECT AGROREFORESTADORA RANCHO VICTORIA S. A,3849,AGROREFORESTADORA RANCHO VICTORIA S.A,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Colombia,Listed,,,0,0,0,0
Yvoty REDD+ Project: Forest Conservation in Eastern Paraguay,4743,Ecosecurities Group Limited,,Verra,VCS-VM0007,Agriculture; forestry and fishing,Paraguay,Listed,,,0,0,0,0
"Forest Plantation Project in Ujjain, India",3172,Ujjain Smart City Limited,,Verra,AR-ACM0003,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Lock Haven Improved Forest Management Project,1377,Lock Haven City Authority,,Verra,VM0003,Agriculture; forestry and fishing,United States of America,Registered,,,0,82271,64445,17826
The New Zealand Indigenous Forest Regeneration Project,4651,New Zealand Forestry Removals Limited,,Verra,VCS-VM0012,Agriculture; forestry and fishing,New Zealand,Listed,,,0,0,0,0
Inner Mongolia Alongshan Improved Forest Management Project,2722,A’longshan Forest Industry Co. LTD,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Ishinomaki Improved Forest Management Project,4895,Hitachi Systems,,Verra,VM0045,Agriculture; forestry and fishing,Japan,Listed,,,0,0,0,0
Hubei jianshi IFM (conversion of logged to protected forest) Project,2719,State owned Gaoyanzi Forest Farm in Jianshi County,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
PANAMA FORESTS CONSERVATION PROJECT REDUCTION OF GHG EMISSIONS THROUGH DEFORESTATION AND AVOIDED DEGRADATION.  -Alliance of Indigenous Peoples and Rural Communities of Panama-,2578,APRONAD Asociacion para la Promocion de Nuevas Alternativas de Desarrllo,,Verra,VM0015,Agriculture; forestry and fishing,Panama,Listed,,,0,0,0,0
Installation of a biomass-fired boiler at Arbec Forest Products G.P. in Péribonka,781,Arbec Forest Products G.P.,,Verra,AMS-I.C.,Energy Industries (renewable/non-renewable sources),Canada,Registered,,,0,0,0,0
Westphalen Forest Carbon Project,3363,Matthias Graf von Westphalen,,Verra,VM0012,Agriculture; forestry and fishing,Germany,Listed,,,0,16787,0,16787
Huinan County Improved Forest Management Project,4227,Jinyongli Carbon Oxygen Technology (Jilin) Co.,,Verra,VCS-VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Restoration and Conservation of Dry Afromontane Forest in the Highlands of Eastern Tigray,3429,WeForest ASBL,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Ethiopia,Listed,,,0,0,0,0
Liza Protect Forest,5075,CARBON13 LTD,,Verra,VCS-VM0007,Agriculture; forestry and fishing,Congo,Listed,,,0,0,0,0
PROJECT BUFFALO | WESTERN GUINEAN LOWLAND FOREST ECOSYSTEM RESTORATION,5351,Not specified,,Verra,VM0047,Agriculture; forestry and fishing,Sierra Leone,Listed,,,0,0,0,0
Growing Forest Carbon Project,5003,Not specified,,Verra,VM0034,Agriculture; forestry and fishing,Canada,Listed,,,0,0,0,0
Strengthening rural livelihood through carbon finance : Agroforestry practices in Meerut Forest circle of Uttar Pradesh,3698,Department of Environment,,Verra,AR-AMS0007,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Guangxi Dahua IFM (conversion of logged to protected forest) Project,2727,Dahua Yao Autonomous County State owned Assets Investment Management Co.,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Knollwood Improved Forest Management Project,4676,CarbonCents,,Verra,VM0003,Agriculture; forestry and fishing,United States of America,Listed,,,0,0,0,0
Jiangxi Tonggu Improved Forest Management Project,3001,Jiangxi Huapeng Industrial Co.,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
XINJIANG MAKIT COUNTY WINDBREAK AND SAND FIXATION ECOLOGICAL FOREST CONSTRUCTION BASE PROJECT,4455,Shenzhen Vanke Millennial Development Co. Ltd.,,Verra,ACM0003,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Hubei Badong IFM (conversion of logged to protected forest) Project,3886,Not specified,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Inner Mongolia Kuduer Improved Forest Management Project,4080,Kuduer Forest Industry Co.,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Forest Management to reduce deforestation and degradation in Shipibo Conibo and Cacataibo Indigenous communities of Ucayali region,1360,Not specified,,Verra,VM0015,Agriculture; forestry and fishing,Peru,Listed,,,0,3177589,2307720,869869
Shaanxi Shiquan Improved Forest Management Project,3124,China Carbon Sinks Holdings Limited,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
"Reduced Emissions from Deforestation and Degradation in Community Forests – Oddar Meanchey, Cambodia",904,Royal Government of Cambodia-Forestry Admin,,Verra,VM0006,Agriculture; forestry and fishing,Cambodia,Registered,,,0,48000,44635,3365
Deeg Forest Carbon Project,4077,Deeg Timberland LTD,,Verra,VM0034,Agriculture; forestry and fishing,Canada,Listed,,,0,0,0,0
Growing Forest Carbon Project,5003,Not specified,,Verra,VCS-VM0034,Agriculture; forestry and fishing,Canada,Listed,,,0,0,0,0
Conservation and restoration of the tropical dry forest of the north coast of Peru,3179,AIDER,,Verra,VM0006,Agriculture; forestry and fishing,Peru,Listed,,,0,0,0,0
GUANGXI FANGCHENG DISTRICT IFM (CONVERSION OF LOGGED TO PROTECTED FOREST) PROJECT,2882,Not specified,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Reduction of the deforestation and degradation of tropical dry forests in Piura and Lambayeque,1455,Not specified,,Verra,VM0015,Agriculture; forestry and fishing,Peru,Listed,,,0,0,0,0
Laguna Seca Forest Carbon Project,1326,The Nature Conservancy,,Verra,VM0007,Agriculture; forestry and fishing,Belize,Registered,,,0,2065750,1976297,89453
"Experimental regeneration of diverse forests on abandoned pastures in Panguana, Peru",2598,Panguana Stiftung,,Verra,AR-AMS0007,Agriculture; forestry and fishing,Peru,Listed,,,0,0,0,0
Kafue Zambezi Community Forest Project,5153,BioCarbon Partners,,Verra,VM0048,Agriculture; forestry and fishing,Zambia,Listed,,,0,0,0,0
Inner Mongolia Arxan Improved Forest Management Project,2715,Arxan Forest Industry Co. LTD,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Protection of the Bolivian Amazon Forest,818,Fermin Aldabe,,Verra,VM0007,Agriculture; forestry and fishing,--,Registered,,,0,22000,20426,1574
Lumin/Eucapine Uruguay Forest Plantations on degraded grasslands under extensive grazing,960,EUCAPINE S.R.L,,Verra,AR-ACM0001,Agriculture; forestry and fishing,Uruguay,Registered,,,0,5163759,1752183,3411576
Protection of the Amazon Rain Forest II,999,Redd Services,,Verra,VM0007,Agriculture; forestry and fishing,--,Listed,,,0,0,0,0
"Forest Management to mitigate climate change in the native community of Bélgica, Madre de Dios Region – Peru",1799,Not specified,,Verra,VM0015,Agriculture; forestry and fishing,Peru,Listed,,,0,0,0,0
Inner Mongolia Chao’er Improved Forest Management Project,1529,Chaoer Forest Bureau of Inner Mongolia Autonomous Region,,Verra,VM0010,Agriculture; forestry and fishing,China,Registered,,,0,812242,369210,443032
Guizhou Xingren IFM (conversion of logged to protected forest) Project,2729,Xingren Lishuping State owned Forest Farm,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Darkwoods Forest Carbon Project,607,Nature Conservancy of Canada,,Verra,VM0012,Agriculture; forestry and fishing,Canada,Listed,,,0,5323480,3421367,1902113
SEA FOREST ENTERIC METHANE REDUCTION IN AUSTRALIA,5030,Sea Forest Limited,,Verra,VM0041,"Livestock, enteric fermentation, and manure management",Australia,Listed,,,0,0,0,0
Sichuan Ganluo IFM (conversion of logged to protected forest) Project,4780,Hangzhou Chaoteng Energy Technology Co.,,Verra,VCS-VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Inner Mongolia Moerdaoga Improved Forest Management Project,2674,Mo’erdaoga Forest Industry Co. LTD,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
SEA FOREST ENTERIC METHANE REDUCTION IN AUSTRALIA,5030,Sea Forest Limited,,Verra,VCS-VM0041,"Livestock, enteric fermentation, and manure management",Australia,Listed,,,0,0,0,0
Strengthening rural livelihood through carbon finance to agroforestry practices in Saharanpur Forest Circle of Uttar Pradesh,3663,Department of Environment,,Verra,AR-ACM0003,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Project Akwaaba | Forest Ecosystem Restoration in Ghana,5172,Not specified,,Verra,VM0047,Agriculture; forestry and fishing,Ghana,Listed,,,0,0,0,0
Hubei Hongshan IFM (Conversion of Logged to Protected Forest) Project,1935,Zhejiang Zhongzheng Forestry Development Co.,,Verra,VM0010,Agriculture; forestry and fishing,China,Registered,,,0,1318902,532095,786807
"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",1382,Not specified,,Verra,VM0007,Agriculture; forestry and fishing,Brazil,Registered,,,0,18523222,8966842,9556380
Strengthening rural livelihood through carbon finance: Agroforestry practices in Bareilly Forest Circle of Uttar Pradesh,4557,Uttar Pradesh Forest Department,,Verra,AR-AMS0007,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Family Forest Carbon Program - Central Appalachia,3996,Family Forest Impact Foundation,,Verra,Not specified,Agriculture; forestry and fishing,United States of America,Listed,,,0,0,0,0
Developing Carbon Finance Project For Van Panchayats In Soil Conservation  Forest Division Ranikhet (Uttarakhand),3295,Not specified,,Verra,VM0037,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Mjumita Community Forest Project (Lindi),1325,Not specified,,Verra,VM0015,Agriculture; forestry and fishing,--,Registered,,,0,36171,25375,10796
Painted Forest Carbon Project,3812,Perimeter Forest Limited Partnership,,Verra,VM0012,Agriculture; forestry and fishing,Canada,Listed,,,0,0,0,0
Forest Conservation in Boumba-et-Ngoko,2897,Carbon Sink Group s.r.l.,,Verra,VM0010,Agriculture; forestry and fishing,Cameroon,Registered,,,0,202283,138098,64185
Maya Forest Corridor REDD project,5294,Maya Forest Corridor Trust,,Verra,VCS-VM0007,Agriculture; forestry and fishing,Belize,Listed,,,0,0,0,0
Sichuan Lizhou Improved Forest Management Project,4528,China Carbon Sinks Holdings Limited,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Hunan Shimen IFM (conversion of logged to protected forest) Project,4183,Shimen County Economic Construction Investment Development Co.,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Carpathia Forest Carbon Project,3280,Fundatia Conservation Carpathia,,Verra,VM0012,Agriculture; forestry and fishing,Romania,Listed,,,0,0,0,0
Monet Forest Conservation Project,2322,Solifor Bloc Monet S.E.C.,,Verra,VM0010,Agriculture; forestry and fishing,Canada,Registered,,,0,35949,26537,9412
Guangxi Tianyang IFM (conversion of logged to protected forest) Project,3074,Guangxi Tianyang Nali Investment & Development Co.,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
"Carbon Emissions Reduction Project in the Forest Corridor Ambositra-Vondrozo (COFAV), Madagascar",1047,Govt. of Madagascar,,Verra,VM0015,Agriculture; forestry and fishing,Madagascar,Registered,,,0,0,0,0
Shaanxi Fengxian Improved Forest Management Project,4529,China Carbon Sinks Holdings Limited,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Yacumama Forest Carbon Project,1133,Lawrence Bishop,,Verra,VM0007,Agriculture; forestry and fishing,Peru,Registered,,,0,95080,60913,34167
Liaoning Kangping IFM (conversion of logged to protected forest) Project,2698,Kangping County Liaobei Seedling Development Co.,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
EFM Improved Forest Management Group Project,1367,EFM Investments & Advisory,,Verra,VM0003,Agriculture; forestry and fishing,United States of America,Listed,,,0,117969,16963,101006
Henan Luoning IFM (conversion of logged to protected forest) Project,4110,Zhejiang Zhongzheng Forestry Development Co.,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Bethlehem Authority Improved Forest Management Project,1060,Bethlehem Authority,,Verra,VM0003,Agriculture; forestry and fishing,United States of America,Registered,,,0,265425,182448,82977
Guangdong Huaiji County IFM (conversion of logged to protected forest) Project,4377,Huaiji County Weizhou Construction Investment and Development Group Co.,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
YUNNAN DAYAO IFM (CONVERSION OF LOGGED TO PROTECTED FOREST) PROJECT,2621,Not specified,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Protection of a Tasmanian Native Forest (Project 3: Peter Downie),587,Peter Downie,,Verra,VM0010,Agriculture; forestry and fishing,Australia,Registered,,,0,221155,216345,4810
Goldbeck Forest Carbon Project,4090,Aurum Sustainable Forest Inc.,,Verra,VM0003,Agriculture; forestry and fishing,United States of America,Listed,,,0,0,0,0
Kwamisa/Other reserves community Forest Project,3425,Not specified,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Ghana,Listed,,,0,0,0,0
Fujian Guangze IFM (conversion of logged to protected forest) Project,3457,Not specified,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
RE.GREEN ATLANTIC FOREST REFORESTATION/RESTORATION PROJECT,3743,Re.Green Participações S.A.,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Brazil,Listed,,,0,0,0,0
Strengthening Rural Livelihood Through Carbon Finance: Agroforestry Practices In Moradabad Forest Circle Of Uttar Pradesh,3661,Department of Environment,,Verra,AR-AMS0007,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Family Forest Carbon Project,4268,Forest Carbon Works PBC,,Verra,VM0003,Agriculture; forestry and fishing,United States of America,Listed,,,0,162928,64551,98377
Creation of Biodiverse Forests for Land Restoration and Community Development,3913,Efficient Ecosystem Protection Association,,Verra,VCS-ACM0003,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Yunnan Kunming Liangqu Improved Forest Management Project,1542,Kunming Yuming Investment Development Co.,,Verra,VM0010,Agriculture; forestry and fishing,China,Registered,,,0,609638,306217,303421
Hubei Xingshan IFM (conversion of logged to protected forest) Project,2638,Xingshan County Economic Development Investment Co.,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Boreal Wildlands Forest Carbon Offset Project,4587,The Nature Conservancy of Canada,,Verra,VM0034,Agriculture; forestry and fishing,Canada,Listed,,,0,0,0,0
Marudi Forest Conservation and Restoration Project,4814,SARACARBON SDN BHD,,Verra,VM0007,Agriculture; forestry and fishing,Malaysia,Listed,,,0,0,0,0
RE.GREEN AMAZON FOREST REFORESTATION/RESTORATION PROJECT,3772,Re.Green Participações S.A.,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Brazil,Listed,,,0,0,0,0
Guangxi Jinxiu IFM (conversion  of  logged  to  protected  forest)  Project,2326,Jinxiu Yao Autonomous County Zhengtong Asset Management Co.,,Verra,VM0010,Agriculture; forestry and fishing,China,Registered,,,0,248267,6021,242246
Jilin Longjing IFM (conversion of logged to protected forest) Project,2661,Longjing State owned Sanhe Forest Farm,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Saving Colombia's Cloud Forest,2750,Saving Nature,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Colombia,Listed,,,0,0,0,0
PAYMENT FOR ENVIRONMENTAL SERVICES SCHEME FOR FOREST MANAGEMENT AND CONSERVATION OF WATER SOURCES IN THE JURISDICTION OF CORPOCHIVOR,1695,Local Environmental Authority of Chivor (CORPOCHIVOR– Corporación Autónoma Regional de Chivor),,Verra,VM0015,Agriculture; forestry and fishing,Colombia,Registered,,,0,4145,262,3883
Jiangxi Province Le'an County Forest Farm Carbon Sink Project,1162,Beijing Shengdahuitang Carbon Management Co.,,Verra,VM0010,Agriculture; forestry and fishing,China,Registered,,,0,500054,388284,111770
Sichuan Nanjiang Improved Forest Management Project,3790,Sichuan Dingfeng State-owned Assets Investment (Group) Co. LTD,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Guangxi Cenxi IFM (conversion  of  logged  to  protected  forest)  Project,3127,Cenxi Rural Investment Co .,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Yunnan Xishuangbanna Improved Forest Management Project,1664,Xishuangbanna Forestry Bureau of Yunnan province,,Verra,VM0010,Agriculture; forestry and fishing,China,Registered,,,0,418043,130339,287704
Acadian Forest Carbon Project,4078,Not specified,,Verra,VM0034,Agriculture; forestry and fishing,Canada,Listed,,,0,0,0,0
Rotunda Forest Carbon Project,2386,Global Forest Support GmbH,,Verra,VM0012,Agriculture; forestry and fishing,Romania,Registered,,,0,6624,5745,879
Hunan Cili IFM (conversion of logged to protected forest) Project,2936,Hunan Cili Jiangya Forest Farm,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Preserving Peat Swamp Forest Ecosystem Through Redd+ Activity In Kampar Peninsula Riau-Indonesia,1498,KPHP Tasik Besar Serkap (KPHP TBS),,Verra,VM0007,Agriculture; forestry and fishing,Indonesia,Listed,,,0,0,0,0
Inner Mongolia Kuduer Improved Forest Management Project.,4422,Kuduer Forest Industry Co.,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
‘Guanaré’ Forest Plantations on degraded grasslands under extensive grazing,959,Guanaré SA,,Verra,AR-ACM0001,Agriculture; forestry and fishing,Uruguay,Registered,,,0,8711094,5414253,3296841
BigCoast Forest Climate Initiative,3018,Mosaic Forest Management Corporation,,Verra,VM0012,Agriculture; forestry and fishing,Canada,Registered,,,0,2298020,452326,1845694
Grouped Project for reducing emissions from deforestation and forest degradation-REDD-in the Regional Natural Park:Biological Corridor PNN Purace-PNN Cueva de los Guacharos,1765,Corporación Autónoma Regional del Río Grande de la Magdalena (CORMAGDALENA),,Verra,VM0015,Agriculture; forestry and fishing,Colombia,Registered,,,0,0,0,0
Shaanxi Foping Improved Forest Management Project,3125,China Carbon Sinks Holdings Limited,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Afforestation in cooperation with local landowners for Forestal San Pedro S.A,2361,Forestal San Pedro S.A.,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Paraguay,Registered,,,0,1055643,118237,937406
Belize Maya Forest REDD+ Project,3960,The Nature Conservancy,,Verra,VM0007,Agriculture; forestry and fishing,Belize,Listed,,,0,0,0,0
Fujian Wuping Improved Forest Management Project,3921,Jiangxi Huapeng Low-carbon Technology Limited,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Hubei Yunyang IFM (CONVERSION OF LOGGED TO PROTECTED FOREST) PROJECT,2937,Shiyan Lvxin Guangjing New Energy Co.,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Jiangxi Suichuan Improved Forest Management Project,3147,Jiangxi Tianye Biotechnology Limited,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Gashaka Gumti Forest Carbon Project,5308,Africa Nature Investors (ANI) Foundation,,Verra,VM0047,Agriculture; forestry and fishing,Nigeria,Listed,,,0,0,0,0
Yunnan Shizong IFM (conversion of logged to protected forest) Project,2699,Nanpanjiang Forestry Bureau of Yunnan Province,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Jiangxi Ruijin Improved Forest Management Project,3606,Jiangxi Tianye Biotechnology Limited,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Strengthening rural livelihood through carbon finance: Agroforestry practices in Lucknow Forest Circle of Uttar Pradesh,4148,Department of Environment,,Verra,AR-AMS0007,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Inner Mongolia Chao’er Forest Industry IFM Project,3136,Chao’er Forest Bureau of Inner Mongolia Autonomous Region,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Developing Climate Resilience Of The Residential Society In Hyderabad Through Miyawaki Afforestation: Urban Forest Development,4459,SOW AND REAP AGRO PVT LTD,,Verra,AR-AMS0007,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Lamaja Forest Carbon Project,4079,Lamaja Forestry Holding Ltd,,Verra,VM0034,Agriculture; forestry and fishing,Canada,Listed,,,0,0,0,0
Sichuan Yingjing IFM (conversion of logged to protected forest) Project,2569,Yingjing County State-owned Assets Management Co.,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Fujian Datian Improved Forest Management Project,3456,Not specified,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Luangwa Community Forests Project,1775,Not specified,,Verra,VM0009,Agriculture; forestry and fishing,Zambia,Listed,,,0,9437919,5899274,3538645
Conservation of Panama Forests - Reduction of GHG Emissions from Deforestation. Grouped Project,1881,Panamanian Pro Carbon Association (Asociación Panameña Pro Carbono. Approcarbono),,Verra,VM0015,Agriculture; forestry and fishing,Panama,Listed,,,0,0,0,0
Silk Grass Farms Forest Conservation Project (REDD+),5181,Not specified,,Verra,VCS-VM0007,Agriculture; forestry and fishing,Belize,Listed,,,0,0,0,0
Citizen:Forest Carbon Project,4074,Not specified,,Verra,VM0034,Agriculture; forestry and fishing,Canada,Listed,,,0,0,0,0
REDD + in the Forests of the Otún River Basin,2392,Empresa de Acueducto y Alcantarillado de Pereira S.A.S E.S. P,,Verra,VM0015,Agriculture; forestry and fishing,Colombia,Listed,,,0,0,0,0
ECO2 Rubber Forests Guatemala,1538,Negocios Energeticos De Occidente,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Guatemala,Listed,,,0,479057,303343,175714
Nankang IMPROVED FOREST MANAGEMENT PROJECT,5045,Not specified,,Verra,VCS-VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Together the Forest Awaeté REDD+ Project,5200,Not specified,,Verra,VM0048,Agriculture; forestry and fishing,Brazil,Listed,,,0,0,0,0
Grouped project for reforestation on degraded and non-forest lands,2531,EKI Energy Services Limited,,Verra,AR-AM0014,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
CONSERVATION OF NATIVE FOREST IN THE BIODIVERSITY HOTSPOT OF PAPUA NEW GUINEA,2791,Not specified,,Verra,VM00015,Agriculture; forestry and fishing,Papua New Guinea,Listed,,,0,0,0,0
Karidja forest restoration project,4473,aDryada,,Verra,Methodology Under Development,Agriculture; forestry and fishing,--,Listed,,,0,0,0,0
Strengthening rural livelihood through carbon finance: Agroforestry practices in Gorakhpur Forest Circle of Uttar Pradesh,4709,Department of Environment,,Verra,AR-AMS0007,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Jiangxi Dingnan Improved Forest Management Project,3153,Jiangxi Tianye Biotechnology Limited,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Algoma Highlands Conservancy Improved Forest Management Project,1150,Algoma Highlands Conservancy,,Verra,VM0010,Agriculture; forestry and fishing,Canada,Listed,,,0,0,0,0
Guangdong Foshan Improved Forest Management Project,4656,Foshan Gaoming District Forestry Research Institute,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Jiangxi Poyang Improved Forest Management Project,3129,Jiangxi Tianye Biotechnology Limited,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Hainan Baisha Improved Forest Management Project,4718,Fujian Jinsen Carbon Sink Technology Co. Ltd.,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
"Bougouni-Yanfolila Forest Project, Mali",3593,Not specified,,Verra,VM0006,Agriculture; forestry and fishing,Mali,Listed,,,0,0,0,0
Forestal RioAquidaban (FRA),4462,global-woods international AG,,Verra,AR-AMS0007,Agriculture; forestry and fishing,Paraguay,Listed,,,0,0,0,0
KSM Forest Carbon Project,4075,Kluthe Sustainability Management,,Verra,VM0034,Agriculture; forestry and fishing,Canada,Listed,,,0,0,0,0
Fujian Yong’an Improved Forest Management Project,1577,Yong’an Forestry Bureau of Fujian province,,Verra,VM0010,Agriculture; forestry and fishing,China,Registered,,,0,552409,152938,399471
"INFAPRO Rehabilitation of logged-over dipterocarp forest in Sabah, Malaysia",672,Face the Future,,Verra,VM0005,Agriculture; forestry and fishing,Malaysia,Registered,,,0,509540,509540,0
Inner Mongolia Genhe Improved Forest Management Project,4073,Genhe Forest Industry Co. LTD,,Verra,VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Forestry Project “More Forests for Medellin”,1434,Secretaría del Medio Ambiente del Municipio de Medellín,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Colombia,Listed,,,0,0,0,0
Sankuru Peace Forest Grouped REDD Project,3592,Not specified,,Verra,VM0015,Agriculture; forestry and fishing,--,Listed,,,0,0,0,0
Grouped Project for Commercial Forest Plantations Initiatives in the Department of Vichada,1530,Not specified,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Colombia,Registered,,,0,300550,194670,105880
FUJIAN PUCHENG IMPROVED FOREST MANAGEMENT PROJECT,4091,Zhejiang Zhongzheng Forestry Development Co.,,Verra,VCS-VM0010,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Atlantic Forest Biodiversity Conservation Limeira Project REDD,2950,Not specified,,Verra,VM0007,Agriculture; forestry and fishing,Brazil,Listed,,,0,0,0,0
Conversion to Proteccion of the Amazon Rain Forest,1000,Not specified,,Verra,VM0010,Agriculture; forestry and fishing,--,Listed,,,0,0,0,0
KSM Forest Carbon Project.,4301,Kluthe Sustainability Management,,Verra,VM0034,Agriculture; forestry and fishing,Canada,Listed,,,0,0,0,0
